[비즈&] 롯데홈쇼핑 물류센터에 업계 최초 자동화 시스템 도입 外, 롯데홈쇼핑이 경기도 이천에 업계 최초로 자동화 시스템을 도입한 물류센터를 열었습니다. 자율주행 기반의 로봇을 도입하고 8134평 규모의 단층 구조 원라인 시스템으로..., https://www.yonhapnewstv.co.kr/news/MYH20221025012900038 
'5분이면 청약 끝'…한화생명 청약자동화 솔루션 특허 취득, (서울=연합인포맥스) 정지서 기자 = 한화생명이 업계 최초로 보험 신계약 과정을 로봇 기술로 자동화하며 법인대리점(GA) 시장에서의 영업 경쟁력 강화에 나섰다., https://news.einfomax.co.kr/news/articleView.html?idxno=4239120 
롯데홈쇼핑 이천 물류센터 오픈...최첨단 자동화 시스템 갖춰, 자율주행로봇 무인운반차 로봇팔 디팔렛타이저 등 최첨단 자동화 설비 도입. 롯데홈쇼핑(대표 이완신)이 난 21일(금) 경기도 이천에서 업계 최초로 자동화 시스템을..., http://www.klnews.co.kr/news/articleView.html?idxno=305926 
‘2022 국제 공구 및 스마트 용접 자동화전’ 성료, 최첨단 공구 및 스마트 용접 자동화기기를 한눈에 볼 수 있었던 '2022 국제 공구 및 스마트 용접 자동화전(TOOL TECH + SMART WELDING AUTOMATION FAIR)'이 나흘간 2..., http://www.snmnews.com/news/articleView.html?idxno=506612 
지멘스 차세대 IC DFT 자동화 솔루션 '테센트 멀티-다이' 공개, ... 가 선보인 테센트 멀티-다이 소프트웨어는 2.5D 및 3D IC 설계와 관련된 매우 복잡한 DFT 작업을 수행하기 위한 업계에서 가장 포괄적인 DFT 자동화 솔루션이다., https://www.hellot.net/news/article.html?no=72189 
창원시 창원국제용접 및 절단자동화전 성료, 용접·절단자동화 관련 기업체 판로 개척 지원과 신기술 정보 획득 및 정보 교류의 장을 마련하기 위한 목적으로 개최됐다. 이 전시회는 한국전시산업진흥회가 인증하는..., https://www.pressian.com/pages/articles/2022102523120788243 
창원시 "국내 최대 용접 및 절단자동화전 328억 수출상담", 용접 절단 최대 수요지인 창원에서 지난 18일부터 4일 간 개최된 34년 역사의 용접·절단 기술 전문 전시회인 창원국제용접 및 절단자동화전에는 1만여명의 관람객이 다녀..., http://www.newsfreezone.co.kr/news/articleView.html?idxno=419338 
자동화로 네트워크 전체 스위치 업그레이드를 효율화하는 방법, 자동화는 반복적인 네트워킹 작업에서 큰 차이를 만들어낼 수 있다. 파이썬 스크립트와 오픈소스 툴을 사용해 엔터프라이즈 스위치 업그레이드를 효율화하기 위해 필자..., https://www.itworld.co.kr/news/260974 
유아이패스 “자동화 시장 RPA에서 지능형 프로세스 자동화(IPA ..., 웨이브2에는 엔터프라이즈 자동화뿐 아니라 퍼스널 자동화(Personal Automation) 요소도 포함된다. 그는 “지난 3년 동안 많은 기업들이 RPA를 적용하면서 시간과 비용을..., https://byline.network/2022/10/20-208/ 
롯데홈쇼핑 이천 물류센터 오픈…자동화 시스템 도입, 롯데홈쇼핑은 경기도 이천에 자동화 시스템을 도입한 최첨단 물류센터를 오픈했다. 지난 21일 열린 오픈식에는 이완신 롯데홈쇼핑 대표 박찬복 롯데글로벌로지스 대표..., https://www.etnews.com/20221023000012 
디티앤씨알오 “자동화 CRO 플랫폼으로 성장할 것”, IPO 간담회 개최. 디티앤씨알오 “자동화 CRO 플랫폼으로 성장할 것”. “최근 3년간 매출과 신규 수주가 늘었고 2020년에는 흑자전환에 성공했습니다., https://www.hankyung.com/it/article/202210251982i 
최고의 회사 판매 소비 가격 및 성장률과 함께 광업 실험실 ..., 글로벌 광산 실험실 자동화 시스템 시장의 주요 참가자는 다음과 같습니다. FLSmidth A/S Bruker Corporation Datech Scientific Ltd. Intertek Group PLC Rocklabs(..., https://osaek.info/%EC%86%8C%EC%8B%9D/%EC%B5%9C%EA%B3%A0%EC%9D%98-%ED%9A%8C%EC%82%AC-%ED%8C%90%EB%A7%A4-%EC%86%8C%EB%B9%84-%EA%B0%80%EA%B2%A9-%EB%B0%8F-%EC%84%B1%EC%9E%A5%EB%A5%A0%EA%B3%BC-%ED%95%A8%EA%BB%98-%EA%B4%91%EC%97%85/20361/ 
플로어블 사업 자동화 행사 '플로우페스트 2022' 개최… 보쉬 ..., 선도적 지능형 사업 자동화 솔루션 플랫폼인 플로어블이 개최하는 플로우페스트 2022는 참가자들에게 전문가 대담 프레젠테이션 라이브 제품 시연 해커톤 등에 참여할..., https://www.newswire.co.kr/newsRead.php?no=953991 
[AI 기반 제조혁신-②] 조선업계 업황 개선에 인력 부족은 더욱 ..., 조선3사의 경우 이러한 인력난을 타개하기 위해 최근 무인자율운향 스마트조선소를 추진하고 있다. 특히 많은 용접 작업이 수행되는 공정 특성상 용접용 로봇 자동화..., https://www.hellot.net/news/article.html?no=72267 
[기고] Digital Labor와 사람이 공생하는 '미래'가 아닌 '현실 ..., 로보틱 프로세스 자동화(RPA·Robotic Process Automation)가 이런 디지털화 최전선에서 우선 기술로 자리매김하면서 빠르게 확산하며 문화적으로나 질적으로 변화를..., https://zdnet.co.kr/view/?no=20221025151016 
블루프리즘 전사적 자동화 지원하는 통합 지능형 자동화 플랫폼 출시, 지능형 자동화(Intelligent Automation IA) 분야의 글로벌 선도 기업이 블루프리즘이 로보틱 프로세스 자동화(RPA) 비즈니스 프로세스 관리(BPM)..., https://www.electimes.com/news/articleView.html?idxno=310245 
주방 자동화로 인력난 대처하는 日 국수전문점 '매직 누들 향미 ..., 지난 8월 일본 도쿄 에비스역에 향신료 국수 전문점 '매직 누들 향미면방(Magic Noodle 香味麺房)'은 주방 시설 자동화를 이뤄 인력 문제에 대처했다., http://foodnews.news/news/article.html?no=622255 
[유통가Info.] 롯데홈쇼핑 자동화 시스템 도입한 '이천 물류센터 ..., 최첨단 자동화 시스템 도입. 롯데홈쇼핑은 지난 21일 경기도 이천에서 업계 최초로 자동화 시스템을 도입해 최첨단 물류 인프라를 구현한 '이천 물류센터' 오픈식을..., https://www.sisaweek.com/news/articleView.html?idxno=157261 
한화생명 청약자동화 솔루션 특허 취득, [이코리아] 한화생명은 보험설계 및 청약 업무 프로세스 자동화 기술인 '청약자동화 솔루션'에 대한 BM특허를 특허청으로부터 취득했다고 25일 밝혔다., https://www.ekoreanews.co.kr/news/articleView.html?idxno=63431 
BIkorea 모바일 사이트 블루프리즘 '통합 지능형 자동화' 플랫폼 ..., 블루프리즘 코리아(지사장 이준원)은 19일 본사 발표를 인용 로보틱 프로세스 자동화(RPA) 비즈니스 프로세스 관리(BPM) 로우코드(Low-code) 및 노코드(No-code)..., http://m.bikorea.net/news/articleView.html?idxno=35277 
엔터프라이즈 로봇 프로세스 자동화 시장 2022 성장 최신 동향 ..., 엔터프라이즈 로봇 프로세스 자동화 Market은 제품 가격 이익 용량 생산 공급 수요 및 시장 성장률 및 예측 등을 포함한 세계 주요 지역 시장 상황을 분석했습니다., https://osaek.info/%EA%B1%B4%EA%B0%95/%EC%97%94%ED%84%B0%ED%94%84%EB%9D%BC%EC%9D%B4%EC%A6%88-%EB%A1%9C%EB%B4%87-%ED%94%84%EB%A1%9C%EC%84%B8%EC%8A%A4-%EC%9E%90%EB%8F%99%ED%99%94-%EC%8B%9C%EC%9E%A5-2022-%EC%84%B1%EC%9E%A5-%EC%B5%9C/21428/ 
한화생명 청약자동화 솔루션 특허 취득 - 서울경제, 청약자동화 솔루션은 고객 정보를 입력하면 가입설계부터 청약에 이르는 신계약 과정을 설계봇이 설계사를 보조해 청약업무의 편의성을 증대하는 시스템이다. 특허에 대한..., https://www.sedaily.com/NewsView/26CHK5V7NA/GC18 
백오피스 자동화 시장(2022~2028) – 산업 분야 전반에 걸쳐 ..., 백오피스 자동화 시장 조사 보고서는 최신 시장 통찰력 향후 동향 및 제품 및 서비스 분석에 대한 현재 상황 분석을 보여줍니다. 이 보고서는 시장의 시장 상태 규모..., https://osaek.info/%EC%86%8C%EC%8B%9D/%EB%B0%B1%EC%98%A4%ED%94%BC%EC%8A%A4-%EC%9E%90%EB%8F%99%ED%99%94-%EC%8B%9C%EC%9E%A520222028-%EC%82%B0%EC%97%85-%EB%B6%84%EC%95%BC-%EC%A0%84%EB%B0%98%EC%97%90-%EA%B1%B8%EC%B3%90-%EC%84%B1/21613/ 
한국미쓰도요 정밀 측정 자동화 주제 오픈하우스 개최, 전시회 중에는 제조 산업의 트렌드에 있어서 필수불가결한 “자동화”를 주제로 테크니컬 세미나가 개최돼 자동차 항공 전기전자 등 다양한 제조산업군의 고객으로부터..., http://www.kidd.co.kr/news/229773 
"국내 기업 97% 자동화 고도화 고려...문제는 인력난", “국내 기업 중 97%가 지능형 프로세스 자동화(IPA) 도입을 고려할 정도로 자동화의 이점을 인식하고 있다. 하지만 인력난 등으로 실제 도입률은 미치지 못한 상황이다., https://zdnet.co.kr/view/?no=20221019011909 
한화생명 청약자동화 솔루션 특허 '설계부터 청약까지 단 5분', [아시아경제 이창환 기자] 한화생명이 업계 최초로 보험 신계약 과정을 로봇 기술로 자동화하며 법인대리점(GA) 시장에서의 영업 경쟁력 강화에 나섰다., https://cm.asiae.co.kr/article/finance/2022102514461143702 
산업자동화 TSN 공통 적합성 시험 개발 위한 TIACC 출범.. CC ..., CC-Link협회(CLPA)를 비롯한 글로벌 산업자동화 네트워크 5개 단체가 'IEEE/IEC 60802 TSN Profile for Industrial Automation'의 공통 적합성 시험 계획을 공동 개발..., https://icnweb.kr/2022/67770/ 
코닉오토메이션 LG화학에 자동화시스템 구축, [디지털데일리 정혜원 기자] 2차전지 장비 회사 코닉오토메이션이 상장 이후 첫 수주 소식을 알렸다. 24일 코닉오토메이션(대표 김혁 나화성)이 LG화학 품질검사 자동화..., https://www.ddaily.co.kr/news/article/?no=249522 
[한국산업대전] 물류 자동화 만드는 부품 및 솔루션, 반도체 제조 공정 물류 보관 창고 등에서 제품 이송을 자동화하는 시스템이 산업통상자원부가 주최하고 한국기계산업진흥회가 주관한 '2022 한국산업대전(DTon)'에..., http://www.kidd.co.kr/news/229750 
블루프리즘 전사적 자동화 확산 지원하는 통합 지능형 자동화 ..., RPA·BPM·AI 및 노코드 기능 결합한 포괄적 지능형 자동화 제품군 제공 “긴밀하게 결합된 블루프리즘 IA 플랫폼 태스크 자동화에서 프로세스 자동화로 확산 지원”., https://www.newswire.co.kr/newsRead.php?no=953688 
그루밍 지역의 필드 포스 자동화 시장 경쟁 통찰력 및 기회 ..., 필드 포스 자동화보고서는 존경 사슬 구조 현대적 관점 주정부 조사 응용 프로그램 시장 규모 점유율 현재 성장 주요 동향 동인 미래 예측을 명확히 하는..., https://www.lnews.tv/%EC%86%8C%EC%8B%9D/%EA%B7%B8%EB%A3%A8%EB%B0%8D-%EC%A7%80%EC%97%AD%EC%9D%98-%ED%95%84%EB%93%9C-%ED%8F%AC%EC%8A%A4-%EC%9E%90%EB%8F%99%ED%99%94-%EC%8B%9C%EC%9E%A5-%EA%B2%BD%EC%9F%81-%ED%86%B5%EC%B0%B0%EB%A0%A5-%EB%B0%8F/12255/ 
美 인비아 쉽히어로 2개 물류창고 추가 자동화, 미국 인비아로보틱스(inVia Robotics)가 거대 물류회사 쉽히어로(ShipHero)의 2개 주문처리(풀필먼트) 센터 자동화 시스템 구축과 함께 자율이동로봇(AMR)을 공급..., http://www.irobotnews.com/news/articleView.html?idxno=29847 
美 인비아 쉽히어로 2개 물류창고 추가 자동화, 미국 인비아로보틱스(inVia Robotics)가 거대 물류회사 쉽히어로(ShipHero)의 2개 주문처리(풀필먼트) 센터 자동화 시스템 구축과 함께 자율이동로봇(AMR)을 공급..., http://m.irobotnews.com/news/articleView.html?idxno=29847 
산업 자동화 거리 측정 센서 시장: 2028년까지 제품 주요 ..., 산업 자동화 거리 측정 센서 시장: 2028년까지 제품 주요 제조업체 지리 동향 및 예측별로 분류 | Sick AGOmronPepperl+FuchsBaumer., https://osaek.info/%EC%86%8C%EC%8B%9D/%EC%82%B0%EC%97%85-%EC%9E%90%EB%8F%99%ED%99%94-%EA%B1%B0%EB%A6%AC-%EC%B8%A1%EC%A0%95-%EC%84%BC%EC%84%9C-%EC%8B%9C%EC%9E%A5-2028%EB%85%84%EA%B9%8C%EC%A7%80-%EC%A0%9C%ED%92%88-%EC%A3%BC%EC%9A%94/19360/ 
블루프리즘 전사적 자동화 확산 돕는 '통합 지능형 자동화 ..., 블루프리즘 전사적 자동화 확산 돕는 '통합 지능형 자동화 플랫폼' 출시. 편집부 | ITWorld. 4일 전. 블루프리즘이 로보틱 프로세스 자동화(RPA)..., https://www.itworld.co.kr/news/260236 
로봇신문사 모바일 모바일 사이트 화낙 아일랜드 로봇·자동화 ..., △화낙이 아일랜드에 첫 전용 로봇 및 자동화 관련 시설을 열었다. 지난 11일 개소식에는 브룩 타란트 화낙 마케팅 전문가(왼쪽부터) 톰 바우치어 화낙 영국 및 아일랜드..., http://m.irobotnews.com/news/articleView.html?idxno=29815 
피플펀드 대출 승인전략 자동화 시스템 개발…연내 적용, 아고스는 국내에선 처음으로 개발된 대출 승인전략 자동화 시스템입니다. 빠르게 바뀌는 경제 환경과 고객 특성 변화에 취약한 기존 신용평가모형의 한계를 극복하기..., https://biz.sbs.co.kr/article/20000085575 
지능형 프로세스 자동화(IPA) 시장 2022 글로벌 통찰력 및 ..., 지능형 프로세스 자동화(IPA) 시장 은 다음 매개변수에 대한 과거 및 미래 전망과 함께 산업 분석을 제공하는 광범위한 시장 조사 보고서입니다., https://osaek.info/%EC%86%8C%EC%8B%9D/%EC%A7%80%EB%8A%A5%ED%98%95-%ED%94%84%EB%A1%9C%EC%84%B8%EC%8A%A4-%EC%9E%90%EB%8F%99%ED%99%94ipa-%EC%8B%9C%EC%9E%A5-2022-%EA%B8%80%EB%A1%9C%EB%B2%8C-%ED%86%B5%EC%B0%B0%EB%A0%A5-%EB%B0%8F-%EB%B9%84/18634/ 
'코스닥 상장' 앞둔 뉴로메카 "로봇 자동화로 글로벌 본격 공략", 협동로봇은 작업 환경에서 사람의 일을 돕는 로봇이다. 로봇 제품뿐만 아니라 로봇 자동화 솔루션도 제공하고 있다. 이를 통해 로봇 자동화 토탈 솔루션 전문기업으로..., https://news.mt.co.kr/mtview.php?no=2022102015005114906 
블루프리즘 통합 지능형 자동화 플랫폼 출시 < 솔루션 < 뉴스 ..., RPA·BPM·AI 및 노코드 기능 결합한 포괄적 지능형 자동화 제품군 제공. [아이티데일리] 블루프리즘은 △로보틱 프로세스 자동화(RPA) △비즈니스 프로세스 관리(..., http://www.itdaily.kr/news/articleView.html?idxno=210623 
[화요광장] 인공지능(AI)으로 인한 생산성 향상에 대한 효과 분석, 첫째 지능형 자동화(intelligent automation)다. AI가 기존의 자동화 솔루션 기능을 넘어 성장을 이끌 수 있는 지능형 자동화 시대를 열었다는 것이다., http://www.daejonilbo.com/news/articleView.html?idxno=2029742 
CDP 마케팅 자동화 솔루션과 함께 사용되어야 하는 네 가지 이유, 기존의 마케팅 자동화 솔루션은 개별 채널의 데이터를 수집하고 마케팅에 활용할 수 있다는 큰 장점이 있습니다. 덕분에 마케터는 행동별로 고객을 분류하고 서로 다른..., http://www.madtimes.org/news/articleView.html?idxno=15077 
코닉오토메이션 LG화학 ‘검사 자동화 시스템’ 구축 수주, [데이터넷] 올해 스팩합병을 통해 코스닥 시장에 상장한 2차전지 장비 및 물류 자동화 전문 기업 코닉오토메이션(대표 김혁·나화성)은 LG화학의 '검사 자동화 시스템'..., http://www.datanet.co.kr/news/articleView.html?idxno=177621 
카카오 홍은택 "복구 지연 원인은 서버 자동화 배포 시스템", 홍은택 카카오 (48800원 △350 +0.72%) 대표는 19일 경기 성남시 판교사옥에서 열린 대국민 사과 간담회에서 "서버 배포 자동화 시스템이 작동하지 않으면 서버를..., https://news.mt.co.kr/mtview.php?no=2022101911240042660 
